east,north,elev_m,serial,name,type,disposition,acres,status
327693.03,4662682.58,2101.6,ID101888236,MG 183,L,Active,20.66,ACTIVE
327629.10,4663148.56,2084.9,ID101888237,MG 184,L,Active,20.66,ACTIVE
327629.10,4663148.56,2084.9,ID101888238,MG 185,L,Active,20.66,ACTIVE
327629.10,4663148.56,2084.9,ID101888239,MG 186,L,Active,20.66,ACTIVE
327629.10,4663148.56,2084.9,ID101888240,MG 187,L,Active,20.66,ACTIVE
328301.66,4657622.56,1974.2,ID101888241,MG 188,L,Active,20.66,ACTIVE
328318.69,4658426.53,2012.9,ID101888242,MG 189,L,Active,20.66,ACTIVE
328318.69,4658426.53,2012.9,ID101888243,MG 190,L,Active,20.66,ACTIVE
328318.69,4658426.53,2012.9,ID101889022,MG 191,L,Active,20.66,ACTIVE
328318.69,4658426.53,2012.9,ID101889023,MG 192,L,Active,20.66,ACTIVE
328341.16,4658772.63,1994.0,ID101889024,MG 193,L,Active,20.66,ACTIVE
328425.38,4659172.78,1954.6,ID101889025,MG 194,L,Active,20.66,ACTIVE
328425.38,4659172.78,1954.6,ID101889026,MG 195,L,Active,20.66,ACTIVE
328420.66,4659523.98,1918.1,ID101889027,MG 196,L,Active,20.66,ACTIVE
328355.03,4659957.76,1920.2,ID101889028,MG 197,L,Active,20.66,ACTIVE
328355.03,4659957.76,1920.2,ID101889029,MG 198,L,Active,20.66,ACTIVE
